X1,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
114434,US,"This bottling, which features an elephant's painting on the label, is extremely rich and ripe, showing caramel-laced blackberry, coffee cake, brown sugar and molasses aromas on the nose. Luxurious tannins rein in its sweet flavors on the palate, blending Vietnamese coffee, vanilla and espresso cordial notes. A great wine to accompany cigars.",NA,91,55,California,Templeton Gap District,Central Coast,Matt Kettmann,@mattkettmann,Austin Hope 2014 Syrah (Templeton Gap District),Syrah,Austin Hope
82913,Spain,"With can't-miss aromas of vanilla, dill and leathery cherry, this starts out in textbook form for a Rioja crianza. The palate is just round enough, with initial dark-berry flavors followed by numerous waves of bold oak that finish in a pool of dill, mint and spice flavors.",T Crianza,85,21,Northern Spain,Rioja,NA,Michael Schachner,@wineschach,Casa Primicia 2008 T Crianza  (Rioja),Tempranillo,Casa Primicia
61547,US,"You get what you pay for in this crisp, savory Sauvignon Blanc. It's tart and clean, with fruity flavors of pineapple, lemon and lime juices that finish a little sweet.",NA,84,13,California,Central Coast,Central Coast,NA,NA,TWODOG 2008 Sauvignon Blanc (Central Coast),Sauvignon Blanc,TWODOG
24122,US,"A sturdy Cab with some hard, edgy tannins that bite, but with enough black currant and spice flavors to satisfy. Might even soften and mellow with a year or so in the bottle.",NA,85,24,California,Napa Valley,Napa,NA,NA,Sterling 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sterling
103559,France,"There is a hint of flinty reduction that still clings to the nose. Underneath that is shy crisp red-cherry fruit. The palate adds glimpses of lifted conifer aromas to that. There is lightness and a very fine structure, but also depth. This is very elegant and understated but all the more touching for that. The finish is totally refreshing and dry.",Réserve,91,34,Alsace,Alsace,NA,Anne Krebiehl MW,@AnneInVino,Domaine Barmès-Buecher 2015 Réserve Pinot Noir (Alsace),Pinot Noir,Domaine Barmès-Buecher
64450,US,"Cocoa, coffee, spice and dark fruit aromas are followed by smooth fruit flavors. The barrel influence is primary but this still brings plenty of enjoyment, with good balance and depth of flavor.",Spice Cabinet Vineyard,90,28,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Mercer 2012 Spice Cabinet Vineyard Malbec (Horse Heaven Hills),Malbec,Mercer
112972,US,"Rich red cherry, anise and a bit of smoke show on the nose of this affordably priced bottling from Kevin Riley. The palate is quite grippy, with flavors of dried blueberry, dark chocolate and black coffee.",NA,86,15,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Ryzin 2014 Zinfandel (Central Coast),Zinfandel,Ryzin
127587,France,"A beautifully ripe wine, layering all the dense botrytis of the vintage with freshest acidity. It has weight, the texture of grainy honey, ripe yellow fruits, mango and orange zest. Impressive and certainly for aging.",NA,94,110,Bordeaux,Sauternes,NA,Roger Voss,@vossroger,Château Sigalas Rabaud 2007  Sauternes,Bordeaux-style White Blend,Château Sigalas Rabaud
25963,Italy,"A blend of 70% Sangiovese, 15% Sagrantino and 15% Merlot, this bold wine conveys earthy aromas of blackberry, leather, tilled soil and a balsamic note. The ripe, creamy palate delivers juicy black plum, cassis, savory herb and baking spice balanced by smooth, velvety tannins. The lingering finish closes on a note of ground black pepper.",NA,93,20,Central Italy,Montefalco Rosso,NA,Kerin O’Keefe,@kerinokeefe,Milziade Antano 2012  Montefalco Rosso,Red Blend,Milziade Antano
14276,France,"This is properly fresh and fruity, with delicious herb and ripe apricot notes. Light, refreshing and crisp, this is ready to drink.",Pigmentum,86,12,Southwest France,Côtes de Gascogne,NA,Roger Voss,@vossroger,Georges Vigouroux 2011 Pigmentum Ugni Blanc-Colombard (Côtes de Gascogne),Ugni Blanc-Colombard,Georges Vigouroux
121236,US,"Held back for extra bottle aging, this a big wine. It has abundant aromas of spicy, smoky oak, rich flavors like blackberry and black pepper, and an almost thick texture that coats the mouth, helping that flavor linger on the finish.",Astel,92,33,California,Lake County,NA,Jim Gordon,@gordone_cellars,Chacewater 2010 Astel Petite Sirah (Lake County),Petite Sirah,Chacewater
102923,Italy,"This Tuscan red opens with aromas of red currant, cedar and espresso. The aromas carry over to the low-acid palate. The fruit is already drying up and the tannins are fleeting, so drink now.",Lucumone,86,30,Tuscany,Cortona,NA,Kerin O’Keefe,@kerinokeefe,Stefania Mezzetti 2012 Lucumone Cabernet Sauvignon (Cortona),Cabernet Sauvignon,Stefania Mezzetti
70521,US,"A delicious and compelling Riesling that intrigues from the get-go with soft aromas of rose petals, tea and honey. It's a sweet wine, but impeccably balanced with juicy natural acidity, so the tension is perfect and balanced. This is Oregon Riesling at its Germanic finest.",NA,92,18,Oregon,McMinnville,Willamette Valley,Paul Gregutt,@paulgwine ,Yamhill Valley 2009 Riesling (McMinnville),Riesling,Yamhill Valley
2640,Australia,"This pale salmon rosé is a reliable sparkling wine at a very good price. The latest NV release is toasty on the nose, then offers just faint hints of peach or berry flavors. It's lithe yet creamy on the palate, with a long finish.",Premium Brut Rosé,90,22,Tasmania,Tasmania,NA,Joe Czerwinski,@JoeCz,Jansz NV Premium Brut Rosé Sparkling (Tasmania),Sparkling Blend,Jansz
108758,Italy,"Here's a very traditional expression of Chianti Classico that shows fine berry notes, cassis, currant, violets and white almond skin. It's a feminine and silky wine, with an extremely smooth and finely textured finish.",Riserva,88,NA,Tuscany,Chianti Classico,NA,NA,NA,Canonica a Cerreto 2007 Riserva  (Chianti Classico),Sangiovese,Canonica a Cerreto
98189,US,"Made from organically grown grapes, this Chardonnay imparts a taste of beeswax and lemon. It's robust in acidity and structured with a sizeable finish. Small percentages of Muscat, Viognier and Riesling are mingled in.",NA,86,14,California,Mendocino County,NA,Virginie Boone,@vboone,Bonterra 2012 Chardonnay (Mendocino County),Chardonnay,Bonterra
47850,Italy,"The aromatic profile changes continuously in the glass, but includes underbrush, iron, dark spice, rose, tilled earth and a balsamic note. On the firm, radiant palate, an intense mineral vein wraps around dried dark-skinned cherry, cranberry, licorice and chopped herb. A backbone of vibrant acidity and assertive but refined tannins provide structure and impeccable balance. Give this time to soften and develop even more complexity. Drink 2018–2031.",Collis Breclemae,93,55,Piedmont,Ghemme,NA,Kerin O’Keefe,@kerinokeefe,Antichi Vigneti di Cantalupo 2006 Collis Breclemae  (Ghemme),Nebbiolo,Antichi Vigneti di Cantalupo
70771,US,"The nose on this feather-light wine is enticingly perfumed, wafting of pristine white blossoms and peach. The palate, while a touch sweet, shows more earth and mineral than fruit, finishing on a slightly dark, brambly tone.",Semi-Dry,85,18,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,NA,Agness 2015 Semi-Dry Riesling (Finger Lakes),Riesling,Agness
76254,Italy,"This blend of 85% Sangiovese and 15% Alicante has aromas of espresso, blue flower, red and black berries. The palate offers toasted oak, coffee, bell pepper, and black cherry accented with black pepper. It closes with astringent wood tannins.",Riserva Le Sentinelle,87,20,Tuscany,Morellino di Scansano,NA,Kerin O’Keefe,@kerinokeefe,Fattoria Mantellassi 2009 Riserva Le Sentinelle  (Morellino di Scansano),Red Blend,Fattoria Mantellassi
67684,France,"There are ripe yellow fruits here in this generous, full wine. Touches of spice add to the general feeling of richness. There is enough concentration to give a wine that is dense and with a pepper aftertaste.",NA,85,14,Bordeaux,Bordeaux Blanc,NA,Roger Voss,@vossroger,Château Gantonnet 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château Gantonnet
29485,Austria,"Subtle Amarena cherry flavors play on nose and palate, where bitter chocolate, cinnamon and blackberry join in. Ripe tannins provide structure while fresh, tart-fruit flavors fill the medium-weight mouth. This is an accessible food wine that finishes with peppery spice.",Gradenthal,89,37,Thermenregion,NA,NA,Anne Krebiehl MW,@AnneInVino,Fischer 2011 Gradenthal Red (Thermenregion),Red Blend,Fischer
93677,Argentina,"Heavy white-fruit aromas manage to stay fresh, while in the mouth this is ripe and chunky. Flavors suggest melon, creamy oak and banana. The finish is warm and sticky.",1300,84,15,Mendoza Province,Uco Valley,NA,Michael Schachner,@wineschach,Andeluna 2012 1300 Chardonnay (Uco Valley),Chardonnay,Andeluna
35224,US,"Simple and sweet in cola, blackberry and oak flavors. At this price, it's suitable for big parties.",NA,83,8,California,California,California Other,NA,NA,Round Hill 2010 Cabernet Sauvignon (California),Cabernet Sauvignon,Round Hill
57745,France,"90-92. Barrel sample. This has some weight and richness, with chunky fruit and sweet tannins. This wine is concentrated and very firm.",Barrel Sample,91,NA,Bordeaux,Pomerol,NA,Roger Voss,@vossroger,Château Bourgneuf 2011 Barrel Sample  (Pomerol),Bordeaux-style Red Blend,Château Bourgneuf
11361,US,"This is a straightforward but simple wine. It's dry and crisp but a bit watery with lemon, lime and vanilla flavors.",NA,82,15,California,California,California Other,NA,NA,Seven Daughters NV Sauvignon Blanc (California),Sauvignon Blanc,Seven Daughters
57754,France,"89-91. Barrel sample. Here is a warm, ripe wine with dark tannins. It's well spiced and fruity, showing crisp black currant fruits.",Barrel Sample,90,NA,Bordeaux,Saint-Émilion,NA,Roger Voss,@vossroger,Château Fleur Cardinale 2011 Barrel Sample  (Saint-Émilion),Bordeaux-style Red Blend,Château Fleur Cardinale
44257,US,"From 86% Syrah and 14% Zinfandel grapes, this is a dark wine, burgundy-orange in color and equally dense at first on the palate. It picks up freshness as it opens, disrobing flavors of wild strawberry and grapefruit, along with an intensity of blackberry. Bright, it finishes dry.",Ivy Rosé de,88,23,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Pech Merle 2014 Ivy Rosé de Syrah (Dry Creek Valley),Syrah,Pech Merle
43235,US,"This is a very ripe-tasting broadly textured wine that's full bodied and fruity. Plum and prune aromas precede jammy, grapey flavors with light spicy accents. Blended from Zinfandel, Syrah, Merlot and Cabernet Sauvignon, it's soft in mouthfeel and low in acidity and tannins.",Cuvée Non Autorisée,87,25,California,California,California Other,Jim Gordon,@gordone_cellars,The Illegitimate 2014 Cuvée Non Autorisée Red (California),Red Blend,The Illegitimate
59771,Argentina,"Candied black cherry aromas give this a sweet, rich outlook. The palate is bold and heavy, with ripe cassis and other heavy fruit flavors. It's a big, extracted wine that could use more balance and structure. To this taster, it seems denser and duller than past vintages. Frankly it's syrupy and chocolaty on the back palate and finish.",Ultra,86,25,Mendoza Province,Mendoza,NA,Michael Schachner,@wineschach,Kaiken 2006 Ultra Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Kaiken
44777,US,"A superdark color and effusive aromas of wood smoke, raisin and dried fig set the stage for extremely concentrated, ripe fruit on the palate and a thickly tannic texture. The exuberance of the grape and blackberry flavors nicely counterbalances the firm texture. This will age well, so best to drink it after 2020.",Earthquake,93,26,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Michael David 2014 Earthquake Petite Sirah (Lodi),Petite Sirah,Michael David
56346,Italy,"Toasted notes of roasted almond, popcorn, dark coffee and vanilla extract set the stage. Doppiozeta is a new wine from Zisola that offers soft, sweet flavors and bright fruit succulence. Pair this wine with lamb, beef or pork.",Doppiozeta,91,50,Sicily & Sardinia,Sicilia,NA,NA,NA,Zisola 2006 Doppiozeta Red (Sicilia),Red Blend,Zisola
35366,Italy,"Spanish broom, orchard fruit and pistachio nut are some of the aromas you'll find on this vibrant sparkler. The lively palate offers pear, apple and citrus alongside a silky perlage.",Brut Metodo Classico,92,22,Italy Other,Vino Spumante,NA,Kerin O’Keefe,@kerinokeefe,Murgo 2012 Brut Metodo Classico Nerello Mascalese (Vino Spumante),Nerello Mascalese,Murgo
26382,US,"Rich in cherries and spices, this dramatic wine has a linear, structural quality to it, the result of dryness and acidity and minerals. Shows the finesse and femininity often associated with this vineyard. Pretty and polished now, but should develop over the next six years.",Cargasacchi Vineyard,93,50,California,Sta. Rita Hills,Central Coast,NA,NA,Bonaccorsi 2008 Cargasacchi Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Bonaccorsi
99759,France,"Blackberry flavors dominate this wine, but there's also good acidity, fragrant spice, and just a hint of wood. The wine, with its finely honed texture has a good future, so drink after 2015.",NA,88,16,Bordeaux,Bordeaux Supérieur,NA,Roger Voss,@vossroger,Château de Lavagnac 2011  Bordeaux Supérieur,Bordeaux-style Red Blend,Château de Lavagnac
60437,France,"Yes, the wine is perfumed, but the aromas are restrained, stylish and never in your face. That gives this Gewurztraminer a place at the table, fragrant while cut with acidity. It's ready to drink.",Portrait,86,18,Alsace,Alsace,NA,Roger Voss,@vossroger,Domaine Zinck 2012 Portrait Gewurztraminer (Alsace),Gewürztraminer,Domaine Zinck
33811,US,"Multiple vineyards contribute to this standout blend. It feels open and accessible, yet carries the structure to age gracefully. You'll find interesting threads of freshly picked herb, lemon oil, pimiento and olive supporting citrus and fresh apple fruit.",Récolte Grand Cru,93,125,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Domaine Serene 2014 Récolte Grand Cru Chardonnay (Dundee Hills),Chardonnay,Domaine Serene
105263,US,"This appealing wine offers aromas of blueberry and huckleberry, and drinks like a vinous piece of blueberry pie. It's a bit one-note but it hits that note hard and well.",Coyote Canyon Vineyard,88,34,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Burnt Bridge 2012 Coyote Canyon Vineyard Syrah (Horse Heaven Hills),Syrah,Burnt Bridge
11695,US,"Oak, ripe pear and caramel dance to the fore of this wine's bouquet, followed by thick, textural layers of lingering vanilla cream. The oak remains pronounced throughout the glass, giving the wine a sweetness on the finish.",Estate,86,34,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Nicholson Ranch 2012 Estate Chardonnay (Sonoma Valley),Chardonnay,Nicholson Ranch
92505,France,"With its honeyed character, this wine seems initially sweet. Then the crisp acidity and mineral texture come to the fore to give a well-balanced wine. Produced from biodynamically grown grapes, the wine is deliciously crisp, with apple fruitiness and a flinty structure. Drink now, although the wine will age well until 2023.",Château la Franchaie,93,30,Loire Valley,Savennières,NA,Roger Voss,@vossroger,Loïc Mahe 2013 Château la Franchaie  (Savennières),Chenin Blanc,Loïc Mahe
32930,US,"This savory Zin screams its varietal identity with a blast of pepper, nutmeg and clove that accompanies ripe blackberries, wild cherries, mulberries and smoky oak. The wine feels very soft and lightly elegant in the mouth, but fully dry. Perfect for restaurant wine lists.",NA,88,13,California,Paso Robles,Central Coast,NA,NA,Francis Berwyn 2006 Zinfandel (Paso Robles),Zinfandel,Francis Berwyn
80992,US,"This blend of 75% Cabernet Sauvignon and 25% Syrah is fairly weak on the nose, with black cherry, dark spice and crushed rocks emerging with steady swirling. Purple fruits and graphite minerality show up on the palate, but this wine still needs time to come out of its shell.",Ottimo,85,30,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Roblar 2012 Ottimo Cabernet Sauvignon-Syrah (Santa Barbara County),Cabernet Sauvignon-Syrah,Roblar
33085,US,"High-toned aromas of dried herb, cherry liqueur, red apple and baking spice are followed by full-bodied generous dark-fruit flavors. Grainy tannins provide support. It finishes a bit green and gritty.",NA,88,25,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Puget Purveyors 2015 Cabernet Sauvignon (Washington),Cabernet Sauvignon,Puget Purveyors
28686,Germany,"Starts off slowly, with slightly odd, machine-oil aromas, then turns into a rather angular, high-acid Riesling for a 2009, with pear and citrus flavors that finish crisp.",Niersteiner Ölberg Spätlese Trocken,86,23,Rheinhessen,NA,NA,Joe Czerwinski,@JoeCz,Franz Karl Schmitt 2009 Niersteiner Ölberg Spätlese Trocken Riesling (Rheinhessen),Riesling,Franz Karl Schmitt
52039,US,"A newer appellation straddling both Sonoma and Mendocino counties, Pine Mountain has some unusual plantings, including Lagrein, more often found in Italy. This one, from the highest elevation vineyard in Sonoma County, is plummy and robust, not terribly high in acidity.",Upper Ridge Vineyard,86,45,California,Pine Mountain-Cloverdale Peak,Sonoma,Virginie Boone,@vboone,Imagery 2012 Upper Ridge Vineyard Lagrein (Pine Mountain-Cloverdale Peak),Lagrein,Imagery
10379,Austria,"Wood aging has rounded out this wine's tannins and integrated its fruity character into something complex. It's big, rich and smooth, and with its tannins it will age several years.",Luckenwald,91,30,Burgenland,NA,NA,Roger Voss,@vossroger,Nittnaus Hans und Christine 2009 Luckenwald Zweigelt (Burgenland),Zweigelt,Nittnaus Hans und Christine
103053,US,"Bone dry and tart, this is made without oak, allowing the grape's natural acidity and flavors to star. There's a minerality to the lemons and limes, with hints of vanilla and white pepper. What a glorious partner for oysters on the half shell.",NA,90,20,California,Monterey,Central Coast,NA,NA,Cambiata 2012 Albariño (Monterey),Albariño,Cambiata
117992,Australia,"A terrific value in sparkling wine, this slightly copper-tinged bubbly features classy aromas of dried thyme, citrus and apple. On the light-bodied palate, there's a hint of creaminess and the merest suggestion of strawberry, although apple and citrus dominate. A great option for summer entertaining.",T Series Chardonnay-Pinot Noir-Pinot Meunier,89,13,Australia Other,Australia,NA,Joe Czerwinski,@JoeCz,Taltarni NV T Series Chardonnay-Pinot Noir-Pinot Meunier Sparkling (Australia),Sparkling Blend,Taltarni
79511,US,"A blend of 60% Syrah, 27% Merlot and a handful of other varieties added to the mix, this aromatically pops, with complex notes of plum, blueberry, smoke, chocolate and floral accents. It's silky smooth in feel, with abundant chocolaty flavors that help it go down far too easy.",H3 Les Chevaux,91,15,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Crest 2012 H3 Les Chevaux Red (Horse Heaven Hills),Red Blend,Columbia Crest
50248,US,"Rhubarb, cranberry and roasted plum aromas meet with gamy hints of grilled boar and toasted oak on the nose of this bottling. Light touches of fennel pollen, bay leaf and dried sage start the sip, followed by more roasted meat and rustic red fruits. It packs great energy and tremendous depth of flavors in a lightweight frame.",NA,93,60,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Solomon Hills 2014 Pinot Noir (Santa Maria Valley),Pinot Noir,Solomon Hills
95294,Portugal,This enjoyable blend of wood-aged Chardonnay and Fernão Pires is rich; the two grapes together lend a smooth and creamy wine.,Hobby,88,NA,Tejo,NA,NA,Roger Voss,@vossroger,Exquisite Wines 2010 Hobby White (Tejo),Portuguese White,Exquisite Wines
51358,France,"This wine comes from perhaps the most well-known of the many Beaune Premier Crus, from a small parcel of vines that are over 100 years old. It is a rich wine, generous and with a ripe future. At present, the structure and tannins dominate, allowing the wine to have good aging potential. Drink from 2020.",Les Grèves Premier Cru,94,86,Burgundy,Beaune,NA,Roger Voss,@vossroger,Domaine de Bellene 2014 Les Grèves Premier Cru  (Beaune),Pinot Noir,Domaine de Bellene
84360,Chile,"Minty and smelling of sawdust on the nose. This is oaky for a $10 wine, with berry aromas and flavors touched up by green notes, resiny oak and milk chocolate. The finish tastes herbal and feels chewy.",Puerto Viejo Reserve,84,10,Curicó Valley,NA,NA,Michael Schachner,@wineschach,Viña Requingua 2011 Puerto Viejo Reserve Carmenère (Curicó Valley),Carmenère,Viña Requingua
128952,France,"With three years aging in bottle before release, this is rich and full on the palate. Hints of toast show how well it is developing to give a ripe, complex wine that could still age further. To experience it at its best, drink from 2017.",Louise B. Cuvée Prestige Brut,91,58,Champagne,Champagne,NA,Roger Voss,@vossroger,Goutorbe-Bouillot NV Louise B. Cuvée Prestige Brut  (Champagne),Champagne Blend,Goutorbe-Bouillot
31238,US,"Toasty, with a bit of cedar or menthol on the nose; red berries and licorice on the palate. The fruit here is delicate and tart, particularly on the finish, where the flavors are almost lemony.",NA,84,18,New York,North Fork of Long Island,Long Island,Joe Czerwinski,@JoeCz,Paumanok 1998 Cabernet Sauvignon (North Fork of Long Island),Cabernet Sauvignon,Paumanok
42774,US,"This Merlot gets your basic dry, full-bodied red wine job done in an inexpensive way. It has raisiny flavors and lots of crunchy acidity.",NA,82,8,California,California,California Other,NA,NA,Twisted 2012 Merlot (California),Merlot,Twisted
19888,Italy,"This is an elegant, focused wine that shows balanced aromas of fruit and spice, with touches of espresso and tobacco in the background. Its personality is austere and masculine, with natural heft and richness.",Vigneto di Campo delle Strie,89,40,Veneto,Valpolicella Superiore,NA,NA,NA,Tenuta Chiccheri 2007 Vigneto di Campo delle Strie  (Valpolicella Superiore),"Corvina, Rondinella, Molinara",Tenuta Chiccheri
88433,US,"This eye-opening blend of 60% Cabernet Sauvignon and 40% Petite Sirah is dark and sexy in color, showing aromas of black cherry, sarsaparilla and black tobacco on a densely complex nose. It is soft and lush on the palate, with caramelized blueberry and black-cherry flavors, boosted by a touch of smoked meat.",Silken Reserve,93,48,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Parrish Family 2012 Silken Reserve Red (Paso Robles),Red Blend,Parrish Family
85353,Italy,"This fragrant Sauvignon Blanc performs well on the nose thanks to its characteristic aromas of tomato leaf, kiwi and chopped herbs. The mouthfeel is lean, tonic and refreshing.",Tasniti,87,18,Northeastern Italy,Alto Adige,NA,NA,NA,Loacker 2007 Tasniti Sauvignon Blanc (Alto Adige),Sauvignon Blanc,Loacker
109664,US,"Red fruit dominates in this tightly woven, firmly tannic wine, blended with 9% Petite Sirah. Hints of charred campfire oak support black pepper, cinnamon and berry, the texture smooth and soft.",NA,88,25,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Decoy 2014 Zinfandel (Sonoma County),Zinfandel,Decoy
24876,Portugal,"Arinto is planted widely in the western Portuguese vineyards. It produces crisp, fruity and immediately drinkable wines—bright, breezy and citrus driven. Acidity makes it refreshing, ending with a light, fresh finish.",NA,85,15,Tejo,NA,NA,Roger Voss,@vossroger,Quinta da Alorna 2012 Arinto (Tejo),Arinto,Quinta da Alorna
37787,US,"Luscious in candied, pastry-filling raspberries and cherries, with dustings of cocoa, cinnamon and vanilla, and a sweet veneer of smoky sandalwood. Could be somewhat crisper and better structured, but a delicious Pinot for drinking now.",Meiomi,87,25,California,Sonoma County-Monterey County-Santa Barbara County,California Other,NA,NA,Belle Glos 2008 Meiomi Pinot Noir (Sonoma County-Monterey County-Santa Barbara County),Pinot Noir,Belle Glos
107649,US,"Dark in color and meaty, this stainless-steel-fermented wine is made from Pinot Gris grapes from the Rocky Hill Vineyard and Pinot Noir grapes from Gold Rock Vineyard. Together, they offer a crisp interpretation of strawberry, watermelon and peach, finishing light and bright.",NA,90,28,California,Sonoma Mountain,Sonoma,Virginie Boone,@vboone,Stewart Cellars 2016 Rosé (Sonoma Mountain),Rosé,Stewart Cellars
97098,France,"This deliciously perfumed wine originates from a small appellation west of Sancerre. With its crisp texture and aromatic Sauvignon Blanc grapes, it is a wine to appreciate as an apéritif rather than drink with food.",NA,88,19,Loire Valley,Quincy,NA,Roger Voss,@vossroger,Jean-Michel Sorbe 2015  Quincy,Sauvignon Blanc,Jean-Michel Sorbe
10840,Italy,"Here is a carefully aged Barolo Riserva from the Pira cru (also known as La Rocca) with dark concentration backed by rose petal, hickory smoke, root beer, wet stone and moist mineral notes. It's a big, bold and masculine interpretation with an elegant, dusty mouthfeel and polished tannins. Drink now with pork stuffed with wild mushrooms.",La Rocca e la Pira Riserva,90,100,Piedmont,Barolo,NA,NA,NA,Roagna 1998 La Rocca e la Pira Riserva  (Barolo),Nebbiolo,Roagna
2895,France,"In this case, Vieilles Vignes (old vines) only means vines over 20 years. The wine is soft, rounded and full of red cherry fruitiness. Judicious wood aging has rounded the wine out while leaving all its fruit intact. It can be drunk now, but will be better from 2016.",Vieilles Vignes,86,30,Burgundy,Bourgogne Hautes Côtes de Nuits,NA,Roger Voss,@vossroger,Manuel Olivier 2012 Vieilles Vignes  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Manuel Olivier
112236,France,"Smoky aromas lead to a palate with firm tannins and a dry, extracted character. All this masks the fruit for the moment, but let the flavors develop over the next few months, to mid-2016.",NA,84,13,Bordeaux,Bordeaux Supérieur,NA,Roger Voss,@vossroger,Château Queyssard 2013  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Queyssard
53128,US,"This delivers smoke, coffee bean, dark red fruit and spice aromas. It's oak-forward on the palate, somewhat obscuring the fruit flavors, but it still brings appeal.",Star,89,35,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Baer 2014 Star Merlot (Columbia Valley (WA)),Merlot,Baer
129078,Romania,"Cramele Recas's Dreamfish series of international varieties consistently offers bang for your buck, and this vintage of Cabernet Sauvignon is no exception. Rich, full bodied and easy drinking, this offers flavors of bright black cherry and berry, framed by notes of vanilla, toast and wet graphite.",Dreamfish,87,7,Viile Timisului,NA,NA,Anna Lee C. Iijima,NA,Cramele Recas 2011 Dreamfish Cabernet Sauvignon (Viile Timisului),Cabernet Sauvignon,Cramele Recas
85515,US,Grapes from the Riverbend and Lewis vineyards are often featured in far more expensive bottles. Here they create a 50/50 blend with bright boysenberry fruit and a generous dash of spice and pepper.,Commander Comet,90,25,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Soos Creek 2010 Commander Comet Syrah (Washington),Syrah,Soos Creek
77288,France,"This bright, young wine is full of citrus, apples and apricots, leaving plenty of room for fresh acidity at the end.",Réserve,85,20,Burgundy,Bourgogne,NA,Roger Voss,@vossroger,Bouchard Père & Fils 2012 Réserve  (Bourgogne),Chardonnay,Bouchard Père & Fils
91150,US,"Dried herb and barrel spice aromas intermingle with gamey notes. The flavors are pitch black, supported by the burly tannins that this region is known for.",NA,88,25,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Newsprint 2013 Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Newsprint
105097,Italy,"Aromas of underbrush, scorched earth, toasted hazelnut, dark spice, menthol and new leather emerge in the glass. The firm palate delivers dried black cherry, raisin, coffee and chewing tobacco while fine-grained tannins provide the framework. It finishes on a slightly bitter note.",NA,89,65,Veneto,Amarone della Valpolicella,NA,Kerin O’Keefe,@kerinokeefe,Tedeschi 2012  Amarone della Valpolicella,Red Blend,Tedeschi
17047,US,"Sweet scents of sun-kissed watermelon and raspberry perfume this irresistibly zingy wine. The bright berry palate is deeply concentrated, but also shaded by tones of bramble and mineral that lend depth and substance. It's satisfyingly full in body with a thirst-quenching finish.",Anomaly,90,20,New York,New York,New York Other,Anna Lee C. Iijima,NA,Anthony Nappa 2015 Anomaly Pinot Noir (New York),Pinot Noir,Anthony Nappa
128701,US,"Sharp, spicy, tight, and focused, this is one of the best of the numbered Cabs from Dunham in the past few years. It's sleek, polished and sappy, with perfect balance, and a riveting depth of black raspberry, black cherry and cassis fruit. The tannins are soft and polished, hinting at black tea and coffee grounds.",XII,93,45,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dunham 2006 XII Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dunham
109833,Chile,"Aromas of chewing gum dust are not attractive. This feels flat, with zero edge and structure. Lightly oxidized flavors of generic berry leave one with nothing to latch on to.",Expedicion,81,12,Maule Valley,NA,NA,Michael Schachner,@wineschach,Finca Patagonia 2015 Expedicion Pinot Noir (Maule Valley),Pinot Noir,Finca Patagonia
66226,US,"Dusty mineral notes mingle alongside pretty floral and apple aromas on this softly effervescent sparkling. A blend of 66% Pinot Noir and 34% Chardonnay, it's strikingly high in acidity but has pleasant lemon and apple flavors.",Cuvée Brut,86,30,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,NA,Atwater 2008 Cuvée Brut Sparkling (Finger Lakes),Sparkling Blend,Atwater
74619,France,"This is a lightly fruity wine with attractive acidity and citrus and apricot flavors. It is light and lively, fresh and crisp. There is a just a touch of spice and pepper at the end. Drink now.",Brigue Vin de Provence,84,10,Provence,Côtes de Provence,NA,Roger Voss,@vossroger,Château de Brigue 2016 Brigue Vin de Provence Rosé (Côtes de Provence),Rosé,Château de Brigue
